426	Priest gown (top)		[[File:Priest_gown_(top)_equipped_female.png]]	[0, 0, 0, 0, 938, 0, 0, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	128
428	Priest gown (bottom)		[[File:Priest_gown_(bottom)_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 940, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	128
430	Medical gown		[[File:Medical_gown_equipped_female.png]]	[0, 0, 0, 0, 942, 0, 0, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	808	128
466	Pickaxe handle		[[File:Pickaxe_handle_equipped_female.png]]			-1	-1
468	Broken pickaxe (bronze)		[[File:Broken_pickaxe_(bronze)_equipped_female.png]]			-1	-1
470	Broken pickaxe (iron)		[[File:Broken_pickaxe_(iron)_equipped_female.png]]			-1	-1
472	Broken pickaxe (steel)		[[File:Broken_pickaxe_(steel)_equipped_female.png]]			-1	-1
474	Broken pickaxe (mithril)		[[File:Broken_pickaxe_(mithril)_equipped_female.png]]			-1	-1
476	Broken pickaxe (adamant)		[[File:Broken_pickaxe_(adamant)_equipped_female.png]]			-1	-1
478	Broken pickaxe (rune)		[[File:Broken_pickaxe_(rune)_equipped_female.png]]			-1	-1
492	Axe handle	Standard	[[File:Axe_handle_equipped_female.png]]			-1	-1
494	Broken axe (bronze)		[[File:Broken_axe_(bronze)_equipped_female.png]]			-1	-1
496	Broken axe (iron)		[[File:Broken_axe_(iron)_equipped_female.png]]			-1	-1
498	Broken axe (steel)		[[File:Broken_axe_(steel)_equipped_female.png]]			-1	-1
500	Broken axe (black)		[[File:Broken_axe_(black)_equipped_female.png]]			-1	-1
502	Broken axe (mithril)		[[File:Broken_axe_(mithril)_equipped_female.png]]			-1	-1
504	Broken axe (adamant)		[[File:Broken_axe_(adamant)_equipped_female.png]]			-1	-1
506	Broken axe (rune)		[[File:Broken_axe_(rune)_equipped_female.png]]			-1	-1
538	Druid's robe		[[File:Druid's_robe_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 1050, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	128
540	Druid's robe top		[[File:Druid's_robe_top_equipped_female.png]]	[0, 0, 0, 0, 1052, 0, 0, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	128
542	Monk's robe		[[File:Monk's_robe_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 1054, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	128
544	Monk's robe top		[[File:Monk's_robe_top_equipped_female.png]]	[0, 0, 0, 0, 1056, 0, 0, 326, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	808	128
546	Shade robe top		[[File:Shade_robe_top_equipped_female.png]]	[0, 0, 0, 0, 1058, 0, 0, 326, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	808	128
548	Shade robe		[[File:Shade_robe_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 351, 1060, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	128
552	Ghostspeak amulet	Normal	[[File:Ghostspeak_amulet_equipped_female.png]]	[0, 0, 1064, 0, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	128
577	Blue wizard robe		[[File:Blue_wizard_robe_equipped_female.png]]	[0, 0, 0, 0, 1089, 0, 0, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	128
579	Blue wizard hat		[[File:Blue_wizard_hat_equipped_female.png]]	[1091, 0, 0, 0, 312, 0, 355, 326, 304, 324, 336, 0]	[12, 6, 4, 5, 1]	808	128
581	Black robe		[[File:Black_robe_equipped_female.png]]	[0, 0, 0, 0, 1093, 0, 0, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	128
589	Gnome amulet		[[File:Gnome_amulet_equipped_female.png]]	[0, 0, 1101, 0, 312, 0, 317, 326, 380, 324, 336, 0]	[3, 23, 8, 5, 6]	808	128
616	Beads of the dead		[[File:Beads_of_the_dead_equipped_female.png]]	[0, 0, 1128, 0, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	128
626	Pink boots		[[File:Pink_boots_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 355, 326, 304, 324, 1138, 0]	[12, 6, 4, 5, 1]	808	128
628	Green boots		[[File:Green_boots_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 326, 380, 324, 1140, 0]	[3, 23, 8, 5, 6]	808	128
630	Blue boots		[[File:Blue_boots_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 355, 326, 304, 324, 1142, 0]	[12, 6, 4, 5, 1]	808	128
632	Cream boots		[[File:Cream_boots_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 326, 382, 324, 1144, 0]	[0, 11, 8, 5, 0]	808	128
634	Turquoise boots		[[File:Turquoise_boots_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 355, 326, 304, 324, 1146, 0]	[12, 6, 4, 5, 1]	808	128
636	Pink robe top		[[File:Pink_robe_top_equipped_female.png]]	[0, 0, 0, 0, 1148, 0, 0, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	128
638	Green robe top		[[File:Green_robe_top_equipped_female.png]]	[0, 0, 0, 0, 1150, 0, 0, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	128
640	Blue robe top		[[File:Blue_robe_top_equipped_female.png]]	[0, 0, 0, 0, 1152, 0, 0, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	128
642	Cream robe top		[[File:Cream_robe_top_equipped_female.png]]	[0, 0, 0, 0, 1154, 0, 0, 326, 380, 324, 336, 0]	[3, 23, 8, 5, 6]	808	128
644	Turquoise robe top		[[File:Turquoise_robe_top_equipped_female.png]]	[0, 0, 0, 0, 1156, 0, 0, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	128
646	Pink robe bottoms		[[File:Pink_robe_bottoms_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 351, 1158, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	808	128
648	Green robe bottoms		[[File:Green_robe_bottoms_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 1160, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	128
650	Blue robe bottoms		[[File:Blue_robe_bottoms_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 352, 1162, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	128
652	Cream robe bottoms		[[File:Cream_robe_bottoms_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 352, 1164, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	128
654	Turquoise robe bottoms		[[File:Turquoise_robe_bottoms_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 351, 1166, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	128
656	Pink hat		[[File:Pink_hat_equipped_female.png]]	[1168, 0, 0, 0, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	128
658	Green hat		[[File:Green_hat_equipped_female.png]]	[1170, 0, 0, 0, 315, 0, 351, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	128
660	Blue hat		[[File:Blue_hat_equipped_female.png]]	[1172, 0, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	128
662	Cream hat		[[File:Cream_hat_equipped_female.png]]	[1174, 0, 0, 0, 312, 0, 317, 326, 380, 324, 336, 0]	[3, 23, 8, 5, 6]	808	128
664	Turquoise hat		[[File:Turquoise_hat_equipped_female.png]]	[1176, 0, 0, 0, 312, 0, 355, 326, 304, 324, 336, 0]	[12, 6, 4, 5, 1]	808	128
667	Blurite sword		[[File:Blurite_sword_equipped_female.png]]	[0, 0, 0, 1179, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	809	128
732	Holy water		[[File:Holy_water_equipped_female.png]]	[0, 0, 0, 1244, 312, 0, 317, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	808	1664
746	Dark dagger		[[File:Dark_dagger_equipped_female.png]]	[0, 0, 0, 1258, 315, 0, 351, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	1664
747	Glowing dagger		[[File:Glowing_dagger_equipped_female.png]]	[0, 0, 0, 1259, 312, 0, 320, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	1664
751	Gnomeball		[[File:Gnomeball_equipped_female.png]]	[0, 0, 0, 1263, 312, 0, 320, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	128
767	Phoenix crossbow		[[File:Phoenix_crossbow_equipped_female.png]]	[0, 0, 0, 1279, 312, 0, 317, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	4591	128
772	Dramen staff		[[File:Dramen_staff_equipped_female.png]]	[0, 0, 0, 1284, 315, 0, 351, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	813	128
774	perfect' necklace		[[File:'perfect'_necklace_equipped_female.png]]	[0, 0, 1286, 0, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	128
775	Cooking gauntlets		[[File:Cooking_gauntlets_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 326, 380, 1287, 336, 0]	[3, 23, 8, 5, 6]	808	128
776	Goldsmith gauntlets		[[File:Goldsmith_gauntlets_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 326, 377, 1288, 336, 0]	[7, 25, 20, 4, 1]	808	128
777	Chaos gauntlets		[[File:Chaos_gauntlets_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 326, 382, 1289, 336, 0]	[0, 11, 8, 5, 0]	808	128
778	Steel gauntlets		[[File:Steel_gauntlets_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 326, 379, 1290, 336, 0]	[0, 26, 2, 2, 3]	808	128
800	Bronze thrownaxe		[[File:Bronze_thrownaxe_equipped_female.png]]			-1	-1
801	Iron thrownaxe		[[File:Iron_thrownaxe_equipped_female.png]]			-1	-1
802	Steel thrownaxe		[[File:Steel_thrownaxe_equipped_female.png]]			-1	-1
803	Mithril thrownaxe		[[File:Mithril_thrownaxe_equipped_female.png]]			-1	-1
804	Adamant thrownaxe		[[File:Adamant_thrownaxe_equipped_female.png]]			-1	-1
805	Rune thrownaxe		[[File:Rune_thrownaxe_equipped_female.png]]	[0, 0, 0, 1317, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	1920
806	Bronze dart	Unpoisoned	[[File:Bronze_dart_equipped_female.png]]	[0, 0, 0, 1318, 312, 0, 351, 326, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	808	1920
807	Iron dart	Unpoisoned	[[File:Iron_dart_equipped_female.png]]	[0, 0, 0, 1319, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	1920
808	Steel dart	Unpoisoned	[[File:Steel_dart_equipped_female.png]]	[0, 0, 0, 1320, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	1920
809	Mithril dart	Unpoisoned	[[File:Mithril_dart_equipped_female.png]]	[0, 0, 0, 1321, 312, 0, 320, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	1664
810	Adamant dart	Unpoisoned	[[File:Adamant_dart_equipped_female.png]]	[0, 0, 0, 1322, 312, 0, 320, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	1920
811	Rune dart	Unpoisoned	[[File:Rune_dart_equipped_female.png]]	[0, 0, 0, 1323, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	1664
812	Bronze dart	Poison	[[File:Bronze_dart(p)_equipped_female.png]]			-1	-1
813	Iron dart	Poison	[[File:Iron_dart_(p)_equipped_female.png]]			-1	-1
814	Steel dart	Poison	[[File:Steel_dart(p)_equipped_female.png]]			-1	-1
815	Mithril dart	Poison	[[File:Mithril_dart(p)_equipped_female.png]]			-1	-1
816	Adamant dart	Poison	[[File:Adamant_dart(p)_equipped_female.png]]	[0, 0, 0, 1328, 312, 0, 320, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	1920
817	Rune dart	Poison	[[File:Rune_dart(p)_equipped_female.png]]	[0, 0, 0, 1329, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	1664
818	Poisoned dart(p)		[[File:Poisoned_dart(p)_equipped_female.png]]			-1	-1
837	Crossbow		[[File:Crossbow_equipped_female.png]]	[0, 0, 0, 1349, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	4591	128
839	Longbow		[[File:Longbow_equipped_female.png]]	[0, 0, 0, 1351, 312, 0, 320, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	1664
841	Shortbow		[[File:Shortbow_equipped_female.png]]	[0, 0, 0, 1353, 315, 0, 351, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	1664
843	Oak shortbow		[[File:Oak_shortbow_equipped_female.png]]	[0, 0, 0, 1355, 312, 0, 351, 326, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	808	1664
845	Oak longbow		[[File:Oak_longbow_equipped_female.png]]	[0, 0, 0, 1357, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	1664
847	Willow longbow		[[File:Willow_longbow_equipped_female.png]]	[0, 0, 0, 1359, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	1664
849	Willow shortbow		[[File:Willow_shortbow_equipped_female.png]]	[0, 0, 0, 1361, 312, 0, 320, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	1664
851	Maple longbow		[[File:Maple_longbow_equipped_female.png]]	[0, 0, 0, 1363, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	1664
853	Maple shortbow		[[File:Maple_shortbow_equipped_female.png]]	[0, 0, 0, 1365, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	1664
855	Yew longbow		[[File:Yew_longbow_equipped_female.png]]	[0, 0, 0, 1367, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	1664
857	Yew shortbow		[[File:Yew_shortbow_equipped_female.png]]	[0, 0, 0, 1369, 312, 0, 317, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	808	1664
859	Magic longbow		[[File:Magic_longbow_equipped_female.png]]	[0, 0, 0, 1371, 312, 0, 320, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	1664
861	Magic shortbow		[[File:Magic_shortbow_equipped_female.png]]	[0, 0, 0, 1373, 315, 0, 351, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	1664
863	Iron knife	Unpoisoned	[[File:Iron_knife_equipped_female.png]]	[0, 0, 0, 1375, 312, 0, 351, 326, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	808	1664
864	Bronze knife	Unpoisoned	[[File:Bronze_knife_equipped_female.png]]	[0, 0, 0, 1376, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	1920
865	Steel knife	Unpoisoned	[[File:Steel_knife_equipped_female.png]]	[0, 0, 0, 1377, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	1920
866	Mithril knife	Unpoisoned	[[File:Mithril_knife_equipped_female.png]]	[0, 0, 0, 1378, 315, 0, 317, 326, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	1664
867	Adamant knife	Unpoisoned	[[File:Adamant_knife_equipped_female.png]]	[0, 0, 0, 1379, 315, 0, 351, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	1664
868	Rune knife	Unpoisoned	[[File:Rune_knife_equipped_female.png]]	[0, 0, 0, 1380, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	1664
869	Black knife	Unpoisoned	[[File:Black_knife_equipped_female.png]]	[0, 0, 0, 1381, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	1920
870	Bronze knife	Poison	[[File:Bronze_knife(p)_equipped_female.png]]			-1	-1
871	Iron knife	Poison	[[File:Iron_knife(p)_equipped_female.png]]			-1	-1
872	Steel knife	Poison	[[File:Steel_knife(p)_equipped_female.png]]			-1	-1
873	Mithril knife	Poison	[[File:Mithril_knife(p)_equipped_female.png]]			-1	-1
874	Black knife	Poison	[[File:Black_knife(p)_equipped_female.png]]			-1	-1
875	Adamant knife	Poison	[[File:Adamant_knife(p)_equipped_female.png]]			-1	-1
876	Rune knife	Poison	[[File:Rune_knife(p)_equipped_female.png]]			-1	-1
975	Machete		[[File:Machete_equipped_female.png]]	[0, 0, 0, 1487, 312, 0, 317, 326, 380, 324, 336, 0]	[3, 23, 8, 5, 6]	808	1664
1005	White apron		[[File:White_apron_equipped_female.png]]	[0, 0, 0, 0, 1517, 0, 317, 326, 380, 324, 336, 0]	[3, 23, 8, 5, 6]	808	128
1007	Red cape		[[File:Red_cape_equipped_female.png]]	[0, 1519, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	1152
1009	Brass necklace		[[File:Brass_necklace_equipped_female.png]]	[0, 0, 1521, 0, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	128
1011	Blue skirt		[[File:Blue_skirt_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 1523, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	128
1013	Pink skirt		[[File:Pink_skirt_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 351, 1525, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	128
1015	Black skirt		[[File:Black_skirt_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 355, 1527, 304, 324, 336, 0]	[12, 6, 4, 5, 1]	808	128
1017	Wizard hat		[[File:Wizard_hat_equipped_female.png]]	[1529, 0, 0, 0, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	128
1019	Black cape		[[File:Black_cape_equipped_female.png]]	[0, 1531, 0, 0, 312, 0, 317, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	808	1152
1021	Blue cape		[[File:Blue_cape_equipped_female.png]]	[0, 1533, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	1152
1023	Yellow cape		[[File:Yellow_cape_equipped_female.png]]	[0, 1535, 0, 0, 315, 0, 351, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	1152
1025	Right eye patch		[[File:Right_eye_patch_equipped_female.png]]	[1537, 0, 0, 0, 312, 0, 317, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	808	128
1027	Green cape		[[File:Green_cape_equipped_female.png]]	[0, 1539, 0, 0, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	1152
1029	Purple cape		[[File:Purple_cape_equipped_female.png]]	[0, 1541, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[5, 19, 9, 1, 2]	808	1152
1031	Orange cape		[[File:Orange_cape_equipped_female.png]]	[0, 1543, 0, 0, 312, 0, 355, 326, 304, 324, 336, 0]	[12, 6, 4, 5, 1]	808	1152
1033	Zamorak monk bottom		[[File:Zamorak_monk_bottom_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 351, 1545, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	808	128
1035	Zamorak monk top		[[File:Zamorak_monk_top_equipped_female.png]]	[0, 0, 0, 0, 1547, 0, 0, 326, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	808	128
1037	Bunny ears		[[File:Bunny_ears_equipped_female.png]]	[1549, 0, 0, 0, 312, 0, 355, 326, 304, 324, 336, 0]	[12, 6, 4, 5, 1]	808	128
1038	Red partyhat		[[File:Red_partyhat_equipped_female.png]]	[1550, 0, 0, 0, 312, 0, 351, 326, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	808	128
1040	Yellow partyhat		[[File:Yellow_partyhat_equipped_female.png]]	[1552, 0, 0, 0, 315, 0, 351, 326, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	128
1042	Blue partyhat	Normal		[1554, 0, 0, 0, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	-1
1044	Green partyhat		[[File:Green_partyhat_equipped_female.png]]	[1556, 0, 0, 0, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	128
1046	Purple partyhat		[[File:Purple_partyhat_equipped_female.png]]	[1558, 0, 0, 0, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	128
1048	White partyhat		[[File:White_partyhat_equipped_female.png]]	[1560, 0, 0, 0, 312, 0, 320, 326, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	128
1050	Santa hat		[[File:Santa_hat_equipped_female.png]]	[1562, 0, 0, 0, 315, 0, 317, 326, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	128
1052	Cape of legends		[[File:Cape_of_legends_equipped_female.png]]	[0, 1564, 0, 0, 315, 0, 352, 326, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	1152
1053	Green halloween mask		[[File:Green_halloween_mask_equipped_female.png]]	[1565, 0, 0, 0, 312, 0, 351, 326, 0, 324, 336, 0]	[1, 22, 24, 1, 4]	808	128
1055	Blue halloween mask		[[File:Blue_halloween_mask_equipped_female.png]]	[1567, 0, 0, 0, 315, 0, 351, 326, 0, 324, 336, 0]	[3, 13, 6, 3, 5]	808	128
1057	Red halloween mask		[[File:Red_halloween_mask_equipped_female.png]]	[1569, 0, 0, 0, 315, 0, 317, 326, 0, 324, 336, 0]	[7, 25, 20, 4, 1]	808	128
1059	Leather gloves		[[File:Leather_gloves_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 326, 380, 1571, 336, 0]	[7, 0, 2, 3, 7]	808	128
1061	Leather boots		[[File:Leather_boots_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 351, 326, 310, 324, 1573, 0]	[1, 22, 24, 1, 4]	808	128
1063	Leather vambraces		[[File:Leather_vambraces_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 326, 382, 1575, 336, 0]	[0, 11, 8, 5, 0]	808	128
1065	Green d'hide vambraces		[[File:Green_d'hide_vambraces_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 326, 377, 1577, 336, 0]	[7, 25, 20, 4, 1]	808	128
1067	Iron platelegs		[[File:Iron_platelegs_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 1579, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	128
1069	Steel platelegs		[[File:Steel_platelegs_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 352, 1581, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	128
1071	Mithril platelegs		[[File:Mithril_platelegs_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 352, 1583, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	128
1073	Adamant platelegs		[[File:Adamant_platelegs_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 1585, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	128
1075	Bronze platelegs		[[File:Bronze_platelegs_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 1587, 377, 324, 336, 0]	[7, 25, 20, 4, 1]	808	1920
1077	Black platelegs		[[File:Black_platelegs_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 355, 1589, 304, 324, 336, 0]	[12, 6, 4, 5, 1]	808	384
1079	Rune platelegs		[[File:Rune_platelegs_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 320, 1591, 382, 324, 336, 0]	[0, 11, 8, 5, 0]	808	-1
1081	Iron plateskirt		[[File:Iron_plateskirt_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 1593, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	128
1083	Steel plateskirt		[[File:Steel_plateskirt_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 355, 1595, 304, 324, 336, 0]	[12, 6, 4, 5, 1]	808	128
1085	Mithril plateskirt		[[File:Mithril_plateskirt_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 352, 1597, 375, 324, 336, 0]	[14, 22, 6, 1, 2]	808	128
1087	Bronze plateskirt		[[File:Bronze_plateskirt_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 1599, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	808	128
1089	Black plateskirt		[[File:Black_plateskirt_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 317, 1601, 379, 324, 336, 0]	[0, 26, 2, 2, 3]	808	128
1091	Adamant plateskirt		[[File:Adamant_plateskirt_equipped_female.png]]	[0, 0, 0, 0, 312, 0, 351, 1603, 310, 324, 336, 0]	[1, 22, 24, 1, 4]	808	1920
1093	Rune plateskirt		[[File:Rune_plateskirt_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 1605, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	128
1095	Leather chaps		[[File:Leather_chaps_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 351, 1607, 376, 324, 336, 0]	[3, 13, 6, 3, 5]	808	128
1097	Studded chaps		[[File:Studded_chaps_equipped_female.png]]	[0, 0, 0, 0, 315, 0, 317, 1609, 380, 324, 336, 0]	[7, 0, 2, 3, 7]	808	128
